ARTIST NAME,GENDER,NATIONALITY,BIRTH_YEAR,DEATH_YEAR,OBJECT_TITLE,OBJECT_DATE,MEDIUM,PRIMARY_MEDIUM,ACCESSION_NUMBER,ACCESSION_YEAR,STATUS
John R. Fudge,Male,American,1940-01-01T00:00:00Z,1999-01-01T00:00:00Z,Holiday Celebration,1987-01-01T00:00:00Z,Oil on canvas,Oil,"1,991.51",1991-01-01T00:00:00Z,Not on view
John Steuart Curry,Male,American,1897-01-01T00:00:00Z,1946-01-01T00:00:00Z,Spring Shower (Western Kansas Landscape,1931-01-01T00:00:00Z,Oil on canvas,Oil,32.84,1932-01-01T00:00:00Z,Not on view
John Steuart Curry,Male,American,1897-01-01T00:00:00Z,1946-01-01T00:00:00Z,Wisconsin Landscape,1938-01-01T00:00:00Z,Oil on canvas,Oil,42.154,1942-01-01T00:00:00Z,On view in Gallery 900
John Steuart Curry,Male,American,1897-01-01T00:00:00Z,1946-01-01T00:00:00Z,John Brown,1939-01-01T00:00:00Z,Oil on canvas,Oil,50.94.1,1950-01-01T00:00:00Z,On view in Gallery 746
John Steuart Curry,Male,American,1897-01-01T00:00:00Z,1946-01-01T00:00:00Z,"Study for ""Wisconsin Landscape""",1938-01-01T00:00:00Z,Oil on canvas,Oil,"1,997.424",1997-01-01T00:00:00Z,Not on view
John Tweddle,Male,American,1938-01-01T00:00:00Z,Null,Vision from Oklahoma,1981-01-01T00:00:00Z,Oil on canvas,Oil,"1,983.358",1983-01-01T00:00:00Z,Not on view
Jonas Lie,Male,American,1880-01-01T00:00:00Z,1940-01-01T00:00:00Z,The Conquerors (Culebra Cut/ Panama Canal,1913-01-01T00:00:00Z,Oil on canvas,Oil,14.18,1914-01-01T00:00:00Z,On view in Gallery 769
Jonathan Waller,Male,British,1956-01-01T00:00:00Z,Null,Degeneration,1986-01-01T00:00:00Z,Oil on canvas,Oil,1987.207ab,1987-01-01T00:00:00Z,Not on view
Jonathan Weinberg,Male,American,1957-01-01T00:00:00Z,Null,The Wheel/ St. Catherine,1983-01-01T00:00:00Z,Oil on canvas,Oil,"1,983.585",1983-01-01T00:00:00Z,Not on view
Jose Gamarra,Male,Uruguayan,1934-01-01T00:00:00Z,Null,Uruta√∫,1983-01-01T00:00:00Z,Oil on canvas,Oil,"1,983.595",1983-01-01T00:00:00Z,Not on view
Jose Luis Romo,Male,Mexican,1953-01-01T00:00:00Z,Null,Self-Portrait,1987-01-01T00:00:00Z,Oil on canvas,Oil,1990.30.2,1990-01-01T00:00:00Z,Not on view
Joseph De Martini,Male,American,1896-01-01T00:00:00Z,1984-01-01T00:00:00Z,Docks on Sunday,1941-01-01T00:00:00Z,Oil on canvas,Oil,43.47.6,1943-01-01T00:00:00Z,Not on view
Joseph Floch,Male,American,1895-01-01T00:00:00Z,1977-01-01T00:00:00Z,The City,1955-01-01T00:00:00Z,Oil on canvas,Oil,56.197.1,1956-01-01T00:00:00Z,Not on view
Joseph Floch,Male,American,1895-01-01T00:00:00Z,1977-01-01T00:00:00Z,Craggy Rocks in Castellane,1930-01-01T00:00:00Z,Oil on canvas,Oil,"1,985.175",1985-01-01T00:00:00Z,Not on view
Joseph Hirsch,Male,American,1910-01-01T00:00:00Z,1981-01-01T00:00:00Z,The Room,1958-01-01T00:00:00Z,Oil on canvas,Oil,58.158,1958-01-01T00:00:00Z,Not on view
Joseph Hirsch,Male,American,1910-01-01T00:00:00Z,1981-01-01T00:00:00Z,Melons,1962-01-01T00:00:00Z,Oil on canvas,Oil,1978.509.7,1978-01-01T00:00:00Z,Not on view
Joseph Santore,Male,American,1945-01-01T00:00:00Z,Null,Year of the Ox,1985-01-01T00:00:00Z,Oil on canvas,Oil,"1,985.13",1985-01-01T00:00:00Z,Not on view
Joseph Stella,Male,American,1877-01-01T00:00:00Z,1946-01-01T00:00:00Z,Coney Island,1914-01-01T00:00:00Z,Oil on canvas,Oil,63.69,1963-01-01T00:00:00Z,On view in Gallery 913
Joseph Stella,Male,American,1877-01-01T00:00:00Z,1946-01-01T00:00:00Z,Nocturne,1928-01-01T00:00:00Z,Oil on canvas,Oil,"1,996.547",1996-01-01T00:00:00Z,Not on view
Juan Gris,Male,Spanish,1887-01-01T00:00:00Z,1927-01-01T00:00:00Z,Violin and Playing Cards on a Table,1913-01-01T00:00:00Z,Oil on canvas,Oil,1996.403.14,1996-01-01T00:00:00Z,On view in Gallery 910
Juan Gris,Male,Spanish,1887-01-01T00:00:00Z,1927-01-01T00:00:00Z,Juan Legua,1911-01-01T00:00:00Z,Oil on canvas,Oil,1999.363.27,1999-01-01T00:00:00Z,On view in Gallery 905
Juan Gris,Male,Spanish,1887-01-01T00:00:00Z,1927-01-01T00:00:00Z,Still Life with a Guitar,1913-01-01T00:00:00Z,Oil on canvas,Oil,1999.363.28,1999-01-01T00:00:00Z,On view in Gallery 905
Jules Pascin,Male,American,1885-01-01T00:00:00Z,1930-01-01T00:00:00Z,Seated Model,1925-01-01T00:00:00Z,Oil on canvas,Oil,67.187.168,1967-01-01T00:00:00Z,Not on view
Jules Pascin,Male,American,1885-01-01T00:00:00Z,1930-01-01T00:00:00Z,Reclining Girl,1921-01-01T00:00:00Z,Oil on canvas,Oil,1992.77ab,1992-01-01T00:00:00Z,Not on view
Jules Pascin,Male,American,1885-01-01T00:00:00Z,1930-01-01T00:00:00Z,Pierre Mac Orlan,1924-01-01T00:00:00Z,Oil on canvas,Oil,1997.149.8,1997-01-01T00:00:00Z,Not on view
Julian Hatton,Male,American,1956-01-01T00:00:00Z,Null,Good as Gold,2001-01-01T00:00:00Z,Oil on canvas,Oil,"2,001.376",2001-01-01T00:00:00Z,Not on view
Julian Lethbridge,Male,British,1947-01-01T00:00:00Z,Null,Untitled,1991-01-01T00:00:00Z,Oil on canvas,Oil,"1,993.1",1993-01-01T00:00:00Z,Not on view
Julian Lethbridge,Male,British,1947-01-01T00:00:00Z,Null,Untitled,2003-01-01T00:00:00Z,Oil on canvas,Oil,"2,007.14",2007-01-01T00:00:00Z,On view in Gallery 915
Julian Levi,Male,American,1900-01-01T00:00:00Z,1982-01-01T00:00:00Z,Shrimp Scow on Barnegat Bay,1939-01-01T00:00:00Z,Oil on canvas,Oil,39.134.2,1939-01-01T00:00:00Z,Not on view
Karl Knaths,Male,American,1891-01-01T00:00:00Z,1971-01-01T00:00:00Z,Clam Diggers/ Provincetown,1949-01-01T00:00:00Z,Oil on canvas,Oil,50.33.1,1950-01-01T00:00:00Z,Not on view
Karl Knaths,Male,American,1891-01-01T00:00:00Z,1971-01-01T00:00:00Z,Basket Bouquet,1950-01-01T00:00:00Z,Oil on canvas,Oil,64.144,1964-01-01T00:00:00Z,Not on view
Karl Knaths,Male,American,1891-01-01T00:00:00Z,1971-01-01T00:00:00Z,Copper Kettle,1950-01-01T00:00:00Z,Oil on canvas,Oil,1975.424.3,1975-01-01T00:00:00Z,Not on view
Karl Knaths,Male,American,1891-01-01T00:00:00Z,1971-01-01T00:00:00Z,The Blue Platter,1947-01-01T00:00:00Z,Oil on canvas,Oil,2006.32.30,2006-01-01T00:00:00Z,Not on view
Karl Schrag,Male,American,1912-01-01T00:00:00Z,1995-01-01T00:00:00Z,"Self-Portrait, Night",1980-01-01T00:00:00Z,Oil on canvas,Oil,"1,982.146",1982-01-01T00:00:00Z,Not on view
Kees van Dongen,Male,French,1877-01-01T00:00:00Z,1968-01-01T00:00:00Z,Miss France,1930-01-01T00:00:00Z,Oil on canvas,Oil,67.187.64,1967-01-01T00:00:00Z,Not on view
Kenneth Hayes Miller,Male,American,1876-01-01T00:00:00Z,1952-01-01T00:00:00Z,Landscape with Figures,1914-01-01T00:00:00Z,Oil on canvas,Oil,27.18,1927-01-01T00:00:00Z,Not on view
Kenzo Okada,Male,American,1902-01-01T00:00:00Z,1982-01-01T00:00:00Z,Arrow,1955-01-01T00:00:00Z,Oil on canvas,Oil,56.155,1956-01-01T00:00:00Z,Not on view
Kenzo Okada,Male,American,1902-01-01T00:00:00Z,1982-01-01T00:00:00Z,Vision,1959-01-01T00:00:00Z,Oil on canvas,Oil,"1,995.542",1995-01-01T00:00:00Z,Not on view
Kevin Larmon,Male,American,1955-01-01T00:00:00Z,Null,Blanket,1986-01-01T00:00:00Z,Oil on canvas,Oil,1986.513.1,1986-01-01T00:00:00Z,Not on view
Kevin Larmon,Male,American,1955-01-01T00:00:00Z,Null,Front,1986-01-01T00:00:00Z,Oil on canvas,Oil,1986.513.2,1986-01-01T00:00:00Z,Not on view
Komar & Melamid,Male,American,Null,Null,Blindman's Buff,1982-01-01T00:00:00Z,Oil on canvas,Oil,"1,991.466",1991-01-01T00:00:00Z,Not on view
Kumi Sugai,Male,Japanese,1919-01-01T00:00:00Z,1996-01-01T00:00:00Z,Kaminari,1960-01-01T00:00:00Z,Oil on canvas,Oil,1971.229.2,1971-01-01T00:00:00Z,Not on view
Lamar Dodd,Male,American,1909-01-01T00:00:00Z,1996-01-01T00:00:00Z,Monhegan Theme,1949-01-01T00:00:00Z,Oil on canvas,Oil,51.98,1951-01-01T00:00:00Z,Not on view
Larry Poons,Male,American,1937-01-01T00:00:00Z,Null,Rosewood,1966-01-01T00:00:00Z,Oil on canvas,Oil,"1,982.337",1982-01-01T00:00:00Z,Not on view
Larry Rivers,Male,American,1923-01-01T00:00:00Z,2002-01-01T00:00:00Z,The Sitter,1956-01-01T00:00:00Z,Oil on canvas,Oil,56.187,1956-01-01T00:00:00Z,Not on view
Larry Rivers,Male,American,1923-01-01T00:00:00Z,2002-01-01T00:00:00Z,Seated Figure,1960-01-01T00:00:00Z,Oil on canvas,Oil,68.208,1968-01-01T00:00:00Z,Not on view
Larry Rivers,Male,American,1923-01-01T00:00:00Z,2002-01-01T00:00:00Z,Portrait of Berdie/ Number II,1953-01-01T00:00:00Z,Oil on canvas,Oil,2006.32.53,2006-01-01T00:00:00Z,Not on view
Larry Zox,Male,American,1937-01-01T00:00:00Z,2006-01-01T00:00:00Z,Untitled (from the Double Gemini Series,1966-01-01T00:00:00Z,Oil on canvas,Oil,"1,978.565",1978-01-01T00:00:00Z,Not on view
Lawrence H. Lebduska,Male,American,1894-01-01T00:00:00Z,1966-01-01T00:00:00Z,Steers at Play,1937-01-01T00:00:00Z,Oil on canvas,Oil,67.187.145,1967-01-01T00:00:00Z,Not on view
Lawrence H. Lebduska,Male,American,1894-01-01T00:00:00Z,1966-01-01T00:00:00Z,Untitled,1940-01-01T00:00:00Z,Oil on canvas,Oil,"1,997.128",1997-01-01T00:00:00Z,Not on view
Lee Gatch,Male,American,1902-01-01T00:00:00Z,1968-01-01T00:00:00Z,The Thorn,1953-01-01T00:00:00Z,Oil on canvas,Oil,54.10.1,1954-01-01T00:00:00Z,Not on view
Lee Jackson,Male,American,1909-01-01T00:00:00Z,2002-01-01T00:00:00Z,Incident in the Parade/ St. Patrick's Day,1944-01-01T00:00:00Z,Oil on canvas,Oil,44.160.2,1944-01-01T00:00:00Z,Not on view
Leon Karp,Male,American,1903-01-01T00:00:00Z,1951-01-01T00:00:00Z,Yellow Sweater,1947-01-01T00:00:00Z,Oil on canvas,Oil,52.87,1952-01-01T00:00:00Z,Not on view
Leon Kelly,Male,American,1901-01-01T00:00:00Z,1982-01-01T00:00:00Z,Vista at the Edge of the Sea,1940-01-01T00:00:00Z,Oil on canvas,Oil,"1,981.19",1981-01-01T00:00:00Z,Not on view
Leon Kroll,Male,American,1884-01-01T00:00:00Z,1974-01-01T00:00:00Z,Nita Reading,1932-01-01T00:00:00Z,Oil on canvas,Oil,32.61,1932-01-01T00:00:00Z,Not on view
Leon Kroll,Male,American,1884-01-01T00:00:00Z,1974-01-01T00:00:00Z,Cape Ann,1934-01-01T00:00:00Z,Oil on canvas,Oil,35.65,1935-01-01T00:00:00Z,Not on view
Leon Kroll,Male,American,1884-01-01T00:00:00Z,1974-01-01T00:00:00Z,Nude,1933-01-01T00:00:00Z,Oil on canvas,Oil,49.127,1949-01-01T00:00:00Z,Not on view
Leon Kroll,Male,American,1884-01-01T00:00:00Z,1974-01-01T00:00:00Z,Rooftops of ,1923-01-01T00:00:00Z,Oil on canvas,Oil,"1,983.437",1983-01-01T00:00:00Z,On view in Gallery 902
Leon Polk Smith,Male,American,1906-01-01T00:00:00Z,1996-01-01T00:00:00Z,Accent Black,1949-01-01T00:00:00Z,Oil on canvas,Oil,"1,971.166",1971-01-01T00:00:00Z,On view in Gallery 912
Leon Polk Smith,Male,American,1906-01-01T00:00:00Z,1996-01-01T00:00:00Z,The River,1961-01-01T00:00:00Z,Oil on canvas,Oil,"1,981.505",1981-01-01T00:00:00Z,Not on view
Leonard Koscianski,Male,American,1952-01-01T00:00:00Z,Null,Wild Dogs,1982-01-01T00:00:00Z,Oil on canvas,Oil,"1,984.222",1984-01-01T00:00:00Z,Not on view
Leonid,Male,American,1896-01-01T00:00:00Z,1976-01-01T00:00:00Z,Woodyard by the Sea,1937-01-01T00:00:00Z,Oil on canvas,Oil,44.43,1944-01-01T00:00:00Z,Not on view
Leopold Seyffert,Male,American,1887-01-01T00:00:00Z,1956-01-01T00:00:00Z,Old Spanish Woman,1914-01-01T00:00:00Z,Oil on canvas,Oil,27.62,1927-01-01T00:00:00Z,Not on view
Leopold Seyffert,Male,American,1887-01-01T00:00:00Z,1956-01-01T00:00:00Z,In the Studio,1933-01-01T00:00:00Z,Oil on canvas,Oil,62.212,1962-01-01T00:00:00Z,Not on view
Lester Johnson,Male,American,1919-01-01T00:00:00Z,2010-01-01T00:00:00Z,Head in Red,1964-01-01T00:00:00Z,Oil on canvas,Oil,"1,983.577",1983-01-01T00:00:00Z,Not on view
Lester Johnson,Male,American,1919-01-01T00:00:00Z,2010-01-01T00:00:00Z,Three Bowery Figures,1964-01-01T00:00:00Z,Oil on canvas,Oil,"1,984.92",1984-01-01T00:00:00Z,Not on view
Louis Bouche,Male,American,1896-01-01T00:00:00Z,1969-01-01T00:00:00Z,Jane and Tuffy,1934-01-01T00:00:00Z,Oil on canvas,Oil,37.42,1937-01-01T00:00:00Z,Not on view
Louis Bouche,Male,American,1896-01-01T00:00:00Z,1969-01-01T00:00:00Z,Baseball Game/ Long Island,1939-01-01T00:00:00Z,Oil on canvas,Oil,40.48.2,1940-01-01T00:00:00Z,Not on view
Louis Bouche,Male,American,1896-01-01T00:00:00Z,1969-01-01T00:00:00Z,Ten Cents A Ride,1942-01-01T00:00:00Z,Oil on canvas,Oil,42.157,1942-01-01T00:00:00Z,Not on view
Louis Bouche,Male,American,1896-01-01T00:00:00Z,1969-01-01T00:00:00Z,Stamford Gas Works,1933-01-01T00:00:00Z,Oil on canvas,Oil,"1,991.225",1991-01-01T00:00:00Z,Not on view
Louis Söe,Male,French,1875-01-01T00:00:00Z,1968-01-01T00:00:00Z,Claude Terrasse,1897-01-01T00:00:00Z,Oil on canvas,Oil,"2,001.449",2001-01-01T00:00:00Z,Not on view
Lucian Freud,Male,British,1922-01-01T00:00:00Z,2011-01-01T00:00:00Z,"Naked Man, Back View",1991-01-01T00:00:00Z,Oil on canvas,Oil,"1,993.71",1993-01-01T00:00:00Z,On view in Gallery 915
Lucien Levy-Dhurmer,Male,French,1865-01-01T00:00:00Z,1953-01-01T00:00:00Z,Mural,1910-01-01T00:00:00Z,Oil on canvas,Oil,66.244.3,1966-01-01T00:00:00Z,On view in Gallery 813
Lucien Levy-Dhurmer,Male,French,1865-01-01T00:00:00Z,1953-01-01T00:00:00Z,Mural,1910-01-01T00:00:00Z,Oil on canvas,Oil,66.244.4,1966-01-01T00:00:00Z,On view in Gallery 813
Lucien Levy-Dhurmer,Male,French,1865-01-01T00:00:00Z,1953-01-01T00:00:00Z,Mural,1910-01-01T00:00:00Z,Oil on canvas,Oil,66.244.5,1966-01-01T00:00:00Z,On view in Gallery 813
Lucien Levy-Dhurmer,Male,French,1865-01-01T00:00:00Z,1953-01-01T00:00:00Z,Mural,1910-01-01T00:00:00Z,Oil on canvas,Oil,66.244.6,1966-01-01T00:00:00Z,On view in Gallery 813
Ludwig Sander,Male,American,1906-01-01T00:00:00Z,1975-01-01T00:00:00Z,Cherokee III,1968-01-01T00:00:00Z,Oil on canvas,Oil,1974.376.2,1974-01-01T00:00:00Z,Not on view
Ludwig Sander,Male,American,1906-01-01T00:00:00Z,1975-01-01T00:00:00Z,Rappahanock IV,1974-01-01T00:00:00Z,Oil on canvas,Oil,"1,975.33",1975-01-01T00:00:00Z,Not on view
Ludwig Sander,Male,American,1906-01-01T00:00:00Z,1975-01-01T00:00:00Z,Untitled,1961-01-01T00:00:00Z,Oil on canvas,Oil,2005.484.9,2005-01-01T00:00:00Z,Not on view
Luigi Lucioni,Male,American,1900-01-01T00:00:00Z,1988-01-01T00:00:00Z,Pears with Pewter,1930-01-01T00:00:00Z,Oil on canvas,Oil,34.63,1934-01-01T00:00:00Z,Not on view
Luigi Lucioni,Male,American,1900-01-01T00:00:00Z,1988-01-01T00:00:00Z,Jared French,1930-01-01T00:00:00Z,Oil on canvas,Oil,"1,994.74",1994-01-01T00:00:00Z,On view in Gallery 913
Lyonel Charles Feininger,Male,American,1871-01-01T00:00:00Z,1956-01-01T00:00:00Z,Gelmeroda,1936-01-01T00:00:00Z,Oil on canvas,Oil,42.158,1942-01-01T00:00:00Z,On view in Gallery 900
Lyonel Charles Feininger,Male,American,1871-01-01T00:00:00Z,1956-01-01T00:00:00Z,Courtyard III,1949-01-01T00:00:00Z,Oil on canvas,Oil,67.187.161,1967-01-01T00:00:00Z,Not on view
Manierre Dawson,Male,American,1887-01-01T00:00:00Z,1969-01-01T00:00:00Z,Meeting (The Three Graces,1912-01-01T00:00:00Z,Oil on canvas,Oil,"2,007.331",2007-01-01T00:00:00Z,On view in Gallery 910
Marc Chagall,Male,French,1887-01-01T00:00:00Z,1985-01-01T00:00:00Z,The Marketplace/ Vitebsk,1917-01-01T00:00:00Z,Oil on canvas,Oil,1984.433.6,1984-01-01T00:00:00Z,On view in Gallery 900
Marc Chagall,Male,French,1887-01-01T00:00:00Z,1985-01-01T00:00:00Z,The Lovers,1913-01-01T00:00:00Z,Oil on canvas,Oil,1999.363.14,1999-01-01T00:00:00Z,Not on view
Marc Chagall,Male,French,1887-01-01T00:00:00Z,1985-01-01T00:00:00Z,Bride with Fan,1911-01-01T00:00:00Z,Oil on canvas,Oil,2002.456.8,2002-01-01T00:00:00Z,Not on view
Marc Chagall,Male,French,1887-01-01T00:00:00Z,1985-01-01T00:00:00Z,Lovers among Lilacs,1930-01-01T00:00:00Z,Oil on canvas,Oil,2007.247.2,2007-01-01T00:00:00Z,On view in Gallery 901
Marc Chagall,Male,French,1887-01-01T00:00:00Z,1985-01-01T00:00:00Z,Cow with a Parasol,1946-01-01T00:00:00Z,Oil on canvas,Oil,2007.247.3,2007-01-01T00:00:00Z,Not on view
Mariano Sapia,Male,Argentinian,1964-01-01T00:00:00Z,Null,Harvest of Women (Cosecha de Mujers,1990-01-01T00:00:00Z,Oil on canvas,Oil,"1,993.321",1993-01-01T00:00:00Z,Not on view
Mark Baum,Male,American,1903-01-01T00:00:00Z,1997-01-01T00:00:00Z,Route of the Black Diamond,1940-01-01T00:00:00Z,Oil on canvas,Oil,1983.122.1,1983-01-01T00:00:00Z,Not on view
Mark Baum,Male,American,1903-01-01T00:00:00Z,1997-01-01T00:00:00Z,Seventh Avenue and 16th Street/ ,1932-01-01T00:00:00Z,Oil on canvas,Oil,1983.122.2,1983-01-01T00:00:00Z,Not on view
Mark Rothko,Male,American,1903-01-01T00:00:00Z,1970-01-01T00:00:00Z,No. 16,1960-01-01T00:00:00Z,Oil on canvas,Oil,"1,971.14",1971-01-01T00:00:00Z,On view in Gallery 922
Mark Rothko,Male,American,1903-01-01T00:00:00Z,1970-01-01T00:00:00Z,No. 3,1953-01-01T00:00:00Z,Oil on canvas,Oil,2006.32.55,2006-01-01T00:00:00Z,On view in Gallery 921
Mark Tansey,Male,American,1949-01-01T00:00:00Z,Null,Still Life,1982-01-01T00:00:00Z,Oil on canvas,Oil,"1,982.359",1982-01-01T00:00:00Z,Not on view
Mark Tansey,Male,American,1949-01-01T00:00:00Z,Null,The Innocent Eye Test,1981-01-01T00:00:00Z,Oil on canvas,Oil,"1,988.183",1988-01-01T00:00:00Z,On view in Gallery 915
Mark Tobey,Male,American,1890-01-01T00:00:00Z,1976-01-01T00:00:00Z,George May,1928-01-01T00:00:00Z,Oil on canvas,Oil,59.158,1959-01-01T00:00:00Z,Not on view
Mark Wethli,Male,American,1949-01-01T00:00:00Z,Null,Ladder,1981-01-01T00:00:00Z,Oil on canvas,Oil,"1,984.294",1984-01-01T00:00:00Z,Not on view
Marsden Hartley,Male,American,1877-01-01T00:00:00Z,1943-01-01T00:00:00Z,Portrait of a German Officer,1914-01-01T00:00:00Z,Oil on canvas,Oil,49.70.42,1949-01-01T00:00:00Z,On view in Gallery 910
Marsden Hartley,Male,American,1877-01-01T00:00:00Z,1943-01-01T00:00:00Z,Landscape/ New Mexico,1919-01-01T00:00:00Z,Oil on canvas,Oil,49.70.46,1949-01-01T00:00:00Z,Not on view
Marsden Hartley,Male,American,1877-01-01T00:00:00Z,1943-01-01T00:00:00Z,Cemetery/ New Mexico,1924-01-01T00:00:00Z,Oil on canvas,Oil,49.70.49,1949-01-01T00:00:00Z,On view in Gallery 901
Marsden Hartley,Male,American,1877-01-01T00:00:00Z,1943-01-01T00:00:00Z,Still Life No. 2,1921-01-01T00:00:00Z,Oil on canvas,Oil,49.70.50,1949-01-01T00:00:00Z,Not on view
Marsden Hartley,Male,American,1877-01-01T00:00:00Z,1943-01-01T00:00:00Z,Mt. Katahdin/ Maine/ No. 2,1939-01-01T00:00:00Z,Oil on canvas,Oil,1992.24.3,1992-01-01T00:00:00Z,On view in Gallery 900
Martin Wong,Male,American,1946-01-01T00:00:00Z,1999-01-01T00:00:00Z,Attorney Street (Handball Court with Autobiographical Poem by Pi√±ero,1982-01-01T00:00:00Z,Oil on canvas,Oil,"1,984.11",1984-01-01T00:00:00Z,Not on view
Maurice de Vlaminck,Male,French,1876-01-01T00:00:00Z,1958-01-01T00:00:00Z,The Seine at Chatou,1906-01-01T00:00:00Z,Oil on canvas,Oil,1999.363.84,1999-01-01T00:00:00Z,On view in Gallery 904
Maurice Denis,Male,French,1870-01-01T00:00:00Z,1943-01-01T00:00:00Z,Springtime,1894-01-01T00:00:00Z,Oil on canvas,Oil,1999.180.2a/b,1999-01-01T00:00:00Z,On view in Gallery 829
Maurice Marinot,Male,French,1882-01-01T00:00:00Z,1960-01-01T00:00:00Z,Helene Embroidering at the Window,1905-01-01T00:00:00Z,Oil on canvas,Oil,"1,990.111",1990-01-01T00:00:00Z,Not on view
Maurice Sterne,Male,American,1878-01-01T00:00:00Z,1957-01-01T00:00:00Z,Bali/ Bazaar with Coconut Palms,1912-01-01T00:00:00Z,Oil on canvas,Oil,36.43,1936-01-01T00:00:00Z,Not on view
Maurice Sterne,Male,American,1878-01-01T00:00:00Z,1957-01-01T00:00:00Z,The Winding Path,1924-01-01T00:00:00Z,Oil on canvas,Oil,51.112.7,1951-01-01T00:00:00Z,Not on view
Maurice Sterne,Male,American,1878-01-01T00:00:00Z,1957-01-01T00:00:00Z,The Native Quarter,1912-01-01T00:00:00Z,Oil on canvas,Oil,65.262.1,1965-01-01T00:00:00Z,Not on view
Maurice Sterne,Male,American,1878-01-01T00:00:00Z,1957-01-01T00:00:00Z,War Memories,1922-01-01T00:00:00Z,Oil on canvas,Oil,65.262.2,1965-01-01T00:00:00Z,Not on view
Maurice Utrillo,Male,French,1883-01-01T00:00:00Z,1955-01-01T00:00:00Z,Domr√©my/ the Birthplace of Joan of Arc,1935-01-01T00:00:00Z,Oil on canvas,Oil,67.187.111,1967-01-01T00:00:00Z,Not on view
Maurice Utrillo,Male,French,1883-01-01T00:00:00Z,1955-01-01T00:00:00Z,Rue Ravignan/ ,1910-01-01T00:00:00Z,Oil on canvas,Oil,"1,970.203",1970-01-01T00:00:00Z,Not on view
Max Beckmann,Male,German,1884-01-01T00:00:00Z,1950-01-01T00:00:00Z,Vaudeville Act,1934-01-01T00:00:00Z,Oil on canvas,Oil,67.187.51,1967-01-01T00:00:00Z,Not on view
Max Beckmann,Male,German,1884-01-01T00:00:00Z,1950-01-01T00:00:00Z,Beginning,1949-01-01T00:00:00Z,Oil on canvas,Oil,67.187.53a-c,1967-01-01T00:00:00Z,On view in Gallery 901
Max Ernst,Male,French,1891-01-01T00:00:00Z,1976-01-01T00:00:00Z,Gala √âluard,1924-01-01T00:00:00Z,Oil on canvas,Oil,2006.32.15,2006-01-01T00:00:00Z,On view in Gallery 901
Max Weber,Male,American,1881-01-01T00:00:00Z,1961-01-01T00:00:00Z,Beautification,1947-01-01T00:00:00Z,Oil on canvas,Oil,48.42,1948-01-01T00:00:00Z,Not on view
Max Weber,Male,American,1881-01-01T00:00:00Z,1961-01-01T00:00:00Z,The Celadon Vase,1933-01-01T00:00:00Z,Oil on canvas,Oil,34.66,1934-01-01T00:00:00Z,Not on view
Max Weber,Male,American,1881-01-01T00:00:00Z,1961-01-01T00:00:00Z,Straggly Pines,1933-01-01T00:00:00Z,Oil on canvas,Oil,37.45,1937-01-01T00:00:00Z,Not on view
Max Weber,Male,American,1881-01-01T00:00:00Z,1961-01-01T00:00:00Z,Athletic Contest,1915-01-01T00:00:00Z,Oil on canvas,Oil,67.112,1967-01-01T00:00:00Z,On view in Gallery 910
Max Weber,Male,American,1881-01-01T00:00:00Z,1961-01-01T00:00:00Z,Pacific Coast,1952-01-01T00:00:00Z,Oil on canvas,Oil,"1,985.453",1985-01-01T00:00:00Z,Not on view
Max Weber,Male,American,1881-01-01T00:00:00Z,1961-01-01T00:00:00Z,The Pearl Necklace,1940-01-01T00:00:00Z,Oil on canvas,Oil,1986.406.1,1986-01-01T00:00:00Z,Not on view
Max Weber,Male,American,1881-01-01T00:00:00Z,1961-01-01T00:00:00Z,Memories,1912-01-01T00:00:00Z,Oil on canvas,Oil,"1,991.155",1991-01-01T00:00:00Z,On view in Gallery 912
Max Weber,Male,American,1881-01-01T00:00:00Z,1961-01-01T00:00:00Z,Hasidic Dance,1940-01-01T00:00:00Z,Oil on canvas,Oil,1992.24.6,1992-01-01T00:00:00Z,Not on view
Meraud Guevara,Male,British,1904-01-01T00:00:00Z,1993-01-01T00:00:00Z,Still Life,1939-01-01T00:00:00Z,Oil on canvas,Oil,"1,979.29",1979-01-01T00:00:00Z,Not on view
Mervin Honig,Male,American,1920-01-01T00:00:00Z,1990-01-01T00:00:00Z,Aerial Spectacle,1967-01-01T00:00:00Z,Oil on canvas,Oil,"1,981.32",1981-01-01T00:00:00Z,Not on view
Michel Alexander Werboff,Male,American,1896-01-01T00:00:00Z,1996-01-01T00:00:00Z,William Church Osborn,1945-01-01T00:00:00Z,Oil on canvas,Oil,45.98,1945-01-01T00:00:00Z,Not on view
Miguel Padura,Male,American,1957-01-01T00:00:00Z,Null,Drifting,1993-01-01T00:00:00Z,Oil on canvas,Oil,1993.497.2,1993-01-01T00:00:00Z,Not on view
Millie Bruhl Fredrick,Male,American,1878-01-01T00:00:00Z,1962-01-01T00:00:00Z,Portrait of a Woman,Null,Oil on canvas,Oil,62.122.172,1962-01-01T00:00:00Z,Not on view
Millie Bruhl Fredrick,Male,American,1878-01-01T00:00:00Z,1962-01-01T00:00:00Z,Portrait of a Woman,Null,Oil on canvas,Oil,62.122.173,1962-01-01T00:00:00Z,Not on view
Milton Avery,Male,American,1885-01-01T00:00:00Z,1965-01-01T00:00:00Z,Swimmers and Sunbathers,1945-01-01T00:00:00Z,Oil on canvas,Oil,51.97,1951-01-01T00:00:00Z,Not on view
