ARTISTIC_ENTITY,GENDER,NATIONALITY,OBJECT_TITLE,OBJECT_DATE,PRIMARY_MEDIUM,ACCESSION_YEAR,OBJECT_TYPE
Ignacio Zuloaga,Male,Spanish,Mountains of Calatayud,1921-01-01T00:00:00Z,Oil,1959-01-01T00:00:00Z,Painting
Ignacio Zuloaga,Male,Spanish,Alva B. Gimbel,1925-01-01T00:00:00Z,Oil,1964-01-01T00:00:00Z,Painting
Ilya Bolotowsky,Male,American,Large Blue Horizontal,1975-01-01T00:00:00Z,Acrylic,1976-01-01T00:00:00Z,Painting
Ilya Bolotowsky,Male,American,Variation/ Number 3,1940-01-01T00:00:00Z,Gouache,1991-01-01T00:00:00Z,Painting
Ilya Bolotowsky,Male,American,Self-Portrait,1936-01-01T00:00:00Z,Oil,1984-01-01T00:00:00Z,Painting
Ilya Mashkov,Male,Russian,Landscape with Boys,1922-01-01T00:00:00Z,Oil,1972-01-01T00:00:00Z,Painting
Imants Tillers,Male,Australian,Walk with Me,1989-01-01T00:00:00Z,Acrylic,1992-01-01T00:00:00Z,Painting
Imran Qureshi,Male,Pakistani,How To Cut The Front Of An Artillery Pantaloon,2008-01-01T00:00:00Z,Ink,2013-01-01T00:00:00Z,Painting
Imran Qureshi,Male,Pakistani,Easy Cutting,2008-01-01T00:00:00Z,Ink,2013-01-01T00:00:00Z,Painting
Imran Qureshi,Male,Pakistani,U Turns,2004-01-01T00:00:00Z,Ink,2013-01-01T00:00:00Z,Painting
In Kie Whang,Male,Korean,Village,1991-01-01T00:00:00Z,Bronze Paint,1995-01-01T00:00:00Z,Painting
Irene de Bohus,Female,American,The Palm Tree,1940-01-01T00:00:00Z,Oil,1940-01-01T00:00:00Z,Painting
Irene de Bohus,Female,American,Mexican Boy,1940-01-01T00:00:00Z,Oil,1940-01-01T00:00:00Z,Painting
Irene Rice Pereira,Female,American,Green Depth,1944-01-01T00:00:00Z,Casein,1944-01-01T00:00:00Z,Painting
Irene Rice Pereira,Female,American,White Lines,1941-01-01T00:00:00Z,Gouache,1943-01-01T00:00:00Z,Painting
Irene Rice Pereira,Female,American,Shooting Stars,1952-01-01T00:00:00Z,Oil,1955-01-01T00:00:00Z,Painting
Irene Rice Pereira,Female,American,Daybreak,1952-01-01T00:00:00Z,Oil,1955-01-01T00:00:00Z,Painting
Irene Rice Pereira,Female,American,White Rectangles/ Number 3,1939-01-01T00:00:00Z,Oil,1983-01-01T00:00:00Z,Painting
Isabel Bishop,Female,American,Two Girls,1935-01-01T00:00:00Z,Oil,1936-01-01T00:00:00Z,Painting
Isabel Bishop,Female,American,Self-Portrait/Number 1,1927-01-01T00:00:00Z,Oil,1996-01-01T00:00:00Z,Painting
Isabel Burke Coll,Female,American,Fisherman,1940-01-01T00:00:00Z,Earthenware,1947-01-01T00:00:00Z,Sculpture
Isabel Burke Coll,Female,American,Mr. and Mrs. Murphy,1944-01-01T00:00:00Z,Earthenware,1947-01-01T00:00:00Z,Sculpture
Isamu Noguchi,Male,American,Angna Enters (1907-1989),1931-01-01T00:00:00Z,Bronze,1934-01-01T00:00:00Z,Sculpture
Isamu Noguchi,Male,American,Kouros,1945-01-01T00:00:00Z,Marble,1953-01-01T00:00:00Z,Sculpture
Isamu Noguchi,Male,American,Lillian Gish,1937-01-01T00:00:00Z,Marble,1962-01-01T00:00:00Z,Sculpture
Isamu Noguchi,Male,American,Unidentified Object,1979-01-01T00:00:00Z,Basalt,1981-01-01T00:00:00Z,Sculpture
Ismael Gonzales de La Serna,Male,Spanish,Two Figures Beside a Table,1928-01-01T00:00:00Z,Gouache,1967-01-01T00:00:00Z,Painting
Isobel Bates,Female,American,Corner,1941-01-01T00:00:00Z,Gouache,1943-01-01T00:00:00Z,Painting
Ivan Albright,Male,American,Fleeting Time Thou Hast Left Me Old,1928-01-01T00:00:00Z,Oil,1950-01-01T00:00:00Z,Painting
Ivan Mestrovic,Male,American,SOCRATES DISCUSSING WITH HIS DISCIPLES / THE PHILOSOPHER IN THE GRIP OF INSPIRATION,1954-01-01T00:00:00Z,Bronze,1955-01-01T00:00:00Z,Sculpture
Jorg Immendorff,Male,German,Café Deutschland,1978-01-01T00:00:00Z,Gouache,1986-01-01T00:00:00Z,Painting
Jorg Immendorff,Male,German, Variation schwarz,1978-01-01T00:00:00Z,Gouache,2005-01-01T00:00:00Z,Painting
Jorg Immendorff,Male,German,Attack,1980-01-01T00:00:00Z,Ink,1986-01-01T00:00:00Z,Painting
Jack Beal,Male,American,Susan at Black Lake,1969-01-01T00:00:00Z,Oil,1987-01-01T00:00:00Z,Painting
Jack Beal,Male,American,"Study for ""Danaë""",1963-01-01T00:00:00Z,Oil,1995-01-01T00:00:00Z,Painting
Jack Bush,Male,Canadian,Mood Indigo,1976-01-01T00:00:00Z,Acrylic,1986-01-01T00:00:00Z,Painting
Jack Earl,Male,American,Ohio Hybrid,2000-01-01T00:00:00Z,Porcelain,2008-01-01T00:00:00Z,Sculpture
Jack Levine,Male,American,Medicine Show,1955-01-01T00:00:00Z,Oil,1956-01-01T00:00:00Z,Painting
Jack Levine,Male,American,String Quartette,1937-01-01T00:00:00Z,Tempera,1942-01-01T00:00:00Z,Painting
Jack Tworkov,Male,American,"Untitled (Q3, 80 OOP.No.3)",1980-01-01T00:00:00Z,Oil,1992-01-01T00:00:00Z,Painting
Jack Tworkov,Male,American,Adagio,1953-01-01T00:00:00Z,Oil,1955-01-01T00:00:00Z,Painting
Jack Tworkov,Male,American,Athene,1949-01-01T00:00:00Z,Oil,2006-01-01T00:00:00Z,Painting
Jack Whitten,Male,American,Delta Group II,1975-01-01T00:00:00Z,Acrylic,1975-01-01T00:00:00Z,Painting
Jackie Ferrara,Female,American,M237 JH1-AR Courtyard,1982-01-01T00:00:00Z,Wood,1983-01-01T00:00:00Z,Sculpture
Jackie Ferrara,Female,American,M237 JH1-AR Courtyard,1982-01-01T00:00:00Z,Wood,1983-01-01T00:00:00Z,Sculpture
Jackson Pollock,Male,American,Untitled,1938-01-01T00:00:00Z,Colored Pencil,1990-01-01T00:00:00Z,Painting
Jackson Pollock,Male,American,Number 7,1952-01-01T00:00:00Z,Enamel,1987-01-01T00:00:00Z,Painting
Jackson Pollock,Male,American,Autumn Rhythm (Number 30,1950-01-01T00:00:00Z,Enamel,1957-01-01T00:00:00Z,Painting
Jackson Pollock,Male,American,Number 28/ 1950,1950-01-01T00:00:00Z,Enamel,2006-01-01T00:00:00Z,Painting
Jackson Pollock,Male,American,Untitled (Composition Studies,1938-01-01T00:00:00Z,Gouache,1982-01-01T00:00:00Z,Painting
Jackson Pollock,Male,American,Untitled (Figure Composition,1938-01-01T00:00:00Z,Gouache,1982-01-01T00:00:00Z,Painting
Jackson Pollock,Male,American,Untitled,1938-01-01T00:00:00Z,Gouache,1990-01-01T00:00:00Z,Painting
Jackson Pollock,Male,American,Untitled,1938-01-01T00:00:00Z,Gouache,1990-01-01T00:00:00Z,Painting
Jackson Pollock,Male,American,Untitled,1938-01-01T00:00:00Z,Gouache,1990-01-01T00:00:00Z,Painting
Jackson Pollock,Male,American,Untitled,1947-01-01T00:00:00Z,Gouache,1982-01-01T00:00:00Z,Painting
Jackson Pollock,Male,American,Untitled,1938-01-01T00:00:00Z,Gouache,1982-01-01T00:00:00Z,Painting
Jackson Pollock,Male,American,Untitled,1938-01-01T00:00:00Z,Gouache,1982-01-01T00:00:00Z,Painting
Jackson Pollock,Male,American,Untitled (Sheet of Studies,1939-01-01T00:00:00Z,Ink,1982-01-01T00:00:00Z,Painting
Jackson Pollock,Male,American,Pasiphaë,1943-01-01T00:00:00Z,Oil,1982-01-01T00:00:00Z,Painting
Jacob El Hanani,Male,Israeli,Tehilim,1978-01-01T00:00:00Z,Ink,1983-01-01T00:00:00Z,Painting
Jacob Glushakow,Male,American,Pier 5,1945-01-01T00:00:00Z,Oil,1991-01-01T00:00:00Z,Painting
Jacob Lawrence,Male,American,"Struggle Series, No. 10: Washington Crossing the Delaware",1954-01-01T00:00:00Z,Egg Tempera,2003-01-01T00:00:00Z,Painting
Jacob Lawrence,Male,American,Pool Parlor,1942-01-01T00:00:00Z,Watercolor,1942-01-01T00:00:00Z,Painting
Jacob Lawrence,Male,American,The Shoemaker,1945-01-01T00:00:00Z,Watercolor,1946-01-01T00:00:00Z,Painting
Jacob Lawrence,Male,American,The Photographer,1942-01-01T00:00:00Z,Watercolor,2001-01-01T00:00:00Z,Painting
Jacques Hartmann,Male,French,View of the Museum of Cluny,1982-01-01T00:00:00Z,Oil,1984-01-01T00:00:00Z,Painting
Jacques Lipchitz,Male,American,Marsden Hartley (1877-1943),1942-01-01T00:00:00Z,Terracotta,1942-01-01T00:00:00Z,Sculpture
Jacques Lipchitz,Male,American,Seated Bather,1970-01-01T00:00:00Z,Marble,1987-01-01T00:00:00Z,Sculpture
Jacques Lipchitz,Male,American,Seated Man (Meditation),1925-01-01T00:00:00Z,Bronze,2006-01-01T00:00:00Z,Sculpture
Jacques Lipchitz,Male,American,Study for Ploumanach,1926-01-01T00:00:00Z,Bronze,1974-01-01T00:00:00Z,Sculpture
Jacques Thenevet,Male,French,Scene in a Park,1926-01-01T00:00:00Z,Gouache,1967-01-01T00:00:00Z,Painting
Jacques Villon,Male,French,In the Woods,1904-01-01T00:00:00Z,Gouache,1993-01-01T00:00:00Z,Painting
Jacques Villon,Male,French,Gaby,1905-01-01T00:00:00Z,Oil,1980-01-01T00:00:00Z,Painting
Jacques Villon,Male,French,Beatrice Stein Steegmuller,1933-01-01T00:00:00Z,Oil,1982-01-01T00:00:00Z,Painting
Jacques Villon,Male,French,The Dining Table,1912-01-01T00:00:00Z,Oil,1983-01-01T00:00:00Z,Painting
Jacques Villon,Male,French,Palette,1957-01-01T00:00:00Z,Oil,1994-01-01T00:00:00Z,Painting
Jagoda Buic Wuttke,Male,Yugoslavian,Sketch for a Wall Hanging,1986-01-01T00:00:00Z,Gouache,1990-01-01T00:00:00Z,Painting
Jagoda Buic Wuttke,Male,Yugoslavian,Sketch for a Wall Hanging,1986-01-01T00:00:00Z,Gouache,1990-01-01T00:00:00Z,Painting
Jagoda Buic Wuttke,Male,Yugoslavian,Sketch for a Wall Hanging,1986-01-01T00:00:00Z,Gouache,1990-01-01T00:00:00Z,Painting
Jagoda Buic Wuttke,Male,Yugoslavian,"Sketch for a Wall Hanging, post WWII",Null,Gouache,1990-01-01T00:00:00Z,Painting
Jaime Suarez,Male,American,Of Ritual: Wall,1987-01-01T00:00:00Z,Mixed Media,1988-01-01T00:00:00Z,Sculpture
Jake Berthot,Male,American,Reece's Meadow,1997-01-01T00:00:00Z,Oil,1998-01-01T00:00:00Z,Painting
Jake Chapman,Male,British,Dinos and Jake's Progress Plate 2,2007-01-01T00:00:00Z,Ink,2013-01-01T00:00:00Z,Painting
James Biederman,Male,American,Untitled,1982-01-01T00:00:00Z,Wood,1984-01-01T00:00:00Z,Sculpture
James Brooks,Male,American,"Number 4, 1960",1960-01-01T00:00:00Z,Acrylic,1991-01-01T00:00:00Z,Painting
James Brooks,Male,American,Untitled/ Number 2,1951-01-01T00:00:00Z,Gouache,1993-01-01T00:00:00Z,Painting
James Brooks,Male,American,Untitled,1952-01-01T00:00:00Z,Gouache,1993-01-01T00:00:00Z,Painting
James Brooks,Male,American,Untitled/ Number 1,1953-01-01T00:00:00Z,Gouache,1993-01-01T00:00:00Z,Painting
James Brooks,Male,American,Ainlee,1957-01-01T00:00:00Z,Oil,1957-01-01T00:00:00Z,Painting
James Brooks,Male,American,E/ 1963,1963-01-01T00:00:00Z,Oil,1975-01-01T00:00:00Z,Painting
James Brown,Male,American,St. Bartolomeo II,1983-01-01T00:00:00Z,Oil,1984-01-01T00:00:00Z,Painting
James D. Butler,Male,American,A Prairie Vista,1991-01-01T00:00:00Z,Oil,1992-01-01T00:00:00Z,Painting
James Earle Fraser,Male,American,New Frontiers,1952-01-01T00:00:00Z,Bronze,1953-01-01T00:00:00Z,Sculpture
James Earle Fraser,Male,American,Pan-American Exposition to Augustus Saint-Gaudens,1901-01-01T00:00:00Z,Bronze,1909-01-01T00:00:00Z,Sculpture
James Earle Fraser,Male,American,Yale University Memorial Prize to Henry Elias Howland,Null,Bronze,1917-01-01T00:00:00Z,Sculpture
James G. Davis,Male,American,Garage Dog,1984-01-01T00:00:00Z,Oil,1984-01-01T00:00:00Z,Painting
James Havard,Male,American,Mango,1983-01-01T00:00:00Z,Acrylic,1983-01-01T00:00:00Z,Painting
James McGarrell,Male,American,Puces,Null,Monotype,1984-01-01T00:00:00Z,Painting
James McGarrell,Male,American,Crossing Move,1981-01-01T00:00:00Z,Oil,1984-01-01T00:00:00Z,Painting
James McGarrell,Male,American,Melusine del Gufo,1989-01-01T00:00:00Z,Oil,1999-01-01T00:00:00Z,Painting
James Ormsbee Chapin,Male,American,Willows and Farm Buildings,1924-01-01T00:00:00Z,Oil,1984-01-01T00:00:00Z,Painting
James Prestini,Male,American,Sculpture,1940-01-01T00:00:00Z,Wood,1976-01-01T00:00:00Z,Sculpture
James Prestini,Male,American,Sculpture,1939-01-01T00:00:00Z,Wood,1976-01-01T00:00:00Z,Sculpture
James Prestini,Male,American,Sculpture,1940-01-01T00:00:00Z,Wood,1976-01-01T00:00:00Z,Sculpture
James Rosenquist,Male,American,"Drawing for ""Industrial Cottage""",1981-01-01T00:00:00Z,Ink,1982-01-01T00:00:00Z,Painting
James Rosenquist,Male,American,House of Fire,1981-01-01T00:00:00Z,Oil,1982-01-01T00:00:00Z,Painting
James Rosenquist,Male,American,Gift Wrapped Doll #16,1992-01-01T00:00:00Z,Oil,1993-01-01T00:00:00Z,Painting
James Rosenquist,Male,American,Gift Wrapped Doll #23,1993-01-01T00:00:00Z,Oil,1993-01-01T00:00:00Z,Painting
James Rosenquist,Male,American,Flowers/ Fish/ and Females,1984-01-01T00:00:00Z,Oil,1995-01-01T00:00:00Z,Painting
James Valerio,Male,American,Still Life with Decoy,1983-01-01T00:00:00Z,Oil,1985-01-01T00:00:00Z,Painting
James Whitney Fosburgh,Male,American,Homer's Lake/ No. 2,1957-01-01T00:00:00Z,Oil,1958-01-01T00:00:00Z,Painting
James Whitney Fosburgh,Male,American,Portrait of Truman Capote (1925-1984),1971-01-01T00:00:00Z,Oil,1972-01-01T00:00:00Z,Painting
Jan Groth,Male,Norwegian,Untitled,1973-01-01T00:00:00Z,Oil,1973-01-01T00:00:00Z,Painting
Jan Martel,Male,French,"Maquette for ""Arbre Cubiste (Cubist Tree)",1925-01-01T00:00:00Z,Wood,1997-01-01T00:00:00Z,Sculpture
Jan Murray,Male,Australian,Leap,1983-01-01T00:00:00Z,Oil,1984-01-01T00:00:00Z,Painting
Jane Dickson,Female,American,Big Oval,1985-01-01T00:00:00Z,Oil,1986-01-01T00:00:00Z,Painting
Jane Freilicher,Female,American,Autumnal Landscape,1976-01-01T00:00:00Z,Oil,1978-01-01T00:00:00Z,Painting
Jane Freilicher,Female,American,Bread and Bricks,1984-01-01T00:00:00Z,Oil,1986-01-01T00:00:00Z,Painting
Jane Freilicher,Female,American,The Lute Player,1993-01-01T00:00:00Z,Oil,1995-01-01T00:00:00Z,Painting
Jane Hammond,Female,American,Untitled (41/231/85/56/200/35,1991-01-01T00:00:00Z,Oil,1991-01-01T00:00:00Z,Painting
Jane Wilson,Female,American,"Study for ""Playground""",1964-01-01T00:00:00Z,Oil,1978-01-01T00:00:00Z,Painting
Jane Wilson,Female,American,American Landscape,1959-01-01T00:00:00Z,Oil,1992-01-01T00:00:00Z,Painting
Janet de Coux,Female,American,Go to the Ant/ Thou Sluggar/ Consider Her Ways and Be Wise,1942-01-01T00:00:00Z,Bronze,1942-01-01T00:00:00Z,Sculpture
Janet Fish,Female,American,Raspberries and Goldfish,1981-01-01T00:00:00Z,Oil,1983-01-01T00:00:00Z,Painting
Janet Sawyer,Female,American,Looking Out,1983-01-01T00:00:00Z,Watercolor,1984-01-01T00:00:00Z,Painting
Jaune Quick to See Smith,Male,American,August Encampment,1988-01-01T00:00:00Z,Oil,2007-01-01T00:00:00Z,Painting
Javier Arevalo,Male,Mexican,La Limpia (Dispelling the Evil Eye,1978-01-01T00:00:00Z,Gouache,1990-01-01T00:00:00Z,Painting
Javier Arevalo,Male,Mexican,Exchange,1978-01-01T00:00:00Z,Gouache,1990-01-01T00:00:00Z,Painting
Javier Arevalo,Male,Mexican,The Good Fortune,1989-01-01T00:00:00Z,Oil,1990-01-01T00:00:00Z,Painting
Jay Musler,Male,American,Mask House,1987-01-01T00:00:00Z,Glass,1998-01-01T00:00:00Z,Sculpture
Jay S. Willis,Male,American,Al-1-1/2,1972-01-01T00:00:00Z,Steel,1979-01-01T00:00:00Z,Sculpture
Jean Arp,Male,French,Composition with Five Nudes,1912-01-01T00:00:00Z,Oil,1992-01-01T00:00:00Z,Painting
Jean Arp,Male,French,Torso/ Navel/ Mustache/ Flower,1930-01-01T00:00:00Z,Oil,2006-01-01T00:00:00Z,Painting
Jean Arp,Male,French,Configuration in Serpentine Movements,1950-01-01T00:00:00Z,Marble,1976-01-01T00:00:00Z,Sculpture
Jean Arp,Male,French,Fruit Agressif,1965-01-01T00:00:00Z,Marble,1997-01-01T00:00:00Z,Sculpture
Jean Arp,Male,French,Man Seen by a Flower,1958-01-01T00:00:00Z,Bronze,2006-01-01T00:00:00Z,Sculpture
Jean Arp,Male,French,Seuil-Configuration,1959-01-01T00:00:00Z,Steel,1971-01-01T00:00:00Z,Sculpture
Jean Charlot,Male,French,The Accident,1924-01-01T00:00:00Z,Oil,1991-01-01T00:00:00Z,Painting
Jean de Marco,Male,American,Music/Drama,1958-01-01T00:00:00Z,Bronze,1958-01-01T00:00:00Z,Sculpture
Jean Dewasne,Male,French,La Clef des Songes,1964-01-01T00:00:00Z,Oil,1977-01-01T00:00:00Z,Painting
Jean Dubuffet,Male,French,Jean Paulhan,1946-01-01T00:00:00Z,Acrylic,1999-01-01T00:00:00Z,Painting
Jean Dubuffet,Male,French,Mother of Pearl Garden,1956-01-01T00:00:00Z,Canvas,2002-01-01T00:00:00Z,Painting
Jean Dubuffet,Male,French,Chameau/ arabe/ gazelle/ palmeraie,1948-01-01T00:00:00Z,Gouache,2002-01-01T00:00:00Z,Painting
Jean Dubuffet,Male,French,Bedouins et palmier,1948-01-01T00:00:00Z,Gouache,2002-01-01T00:00:00Z,Painting
Jean Dubuffet,Male,French,Woman with Flowers in her Hair,1955-01-01T00:00:00Z,Oil,1981-01-01T00:00:00Z,Painting
Jean Dubuffet,Male,French,View of  with Furtive Pedestrians,1944-01-01T00:00:00Z,Oil,1999-01-01T00:00:00Z,Painting
Jean Dubuffet,Male,French,Self-Portrait,1936-01-01T00:00:00Z,Oil,2001-01-01T00:00:00Z,Painting
Jean Dubuffet,Male,French,A Widow,1943-01-01T00:00:00Z,Oil,2002-01-01T00:00:00Z,Painting
Jean Dubuffet,Male,French,Apartment Houses/ ,1946-01-01T00:00:00Z,Oil,1996-01-01T00:00:00Z,Painting
Jean Dubuffet,Male,French,Woman Grinding Coffee,1945-01-01T00:00:00Z,Plaster,1995-01-01T00:00:00Z,Painting
Jean Dunand,Male,French,Portrait of Juliette de Saint Cyr,1925-01-01T00:00:00Z,Lacquer,1989-01-01T00:00:00Z,Painting
Jean Dunand,Male,French,Cobra,1919-01-01T00:00:00Z,Bronze,1970-01-01T00:00:00Z,Sculpture
Jean Dunand,Male,French,Maquette,1928-01-01T00:00:00Z,Plywood,2002-01-01T00:00:00Z,Sculpture
Jean Dupas,Male,French,The Triumph of Poseidon,1933-01-01T00:00:00Z,Ink,1996-01-01T00:00:00Z,Painting
Jean Helion,Male,French,Standing Figure,1936-01-01T00:00:00Z,Oil,1982-01-01T00:00:00Z,Painting
Jean Helion,Male,French,Newspaper Readers,1948-01-01T00:00:00Z,Oil,1982-01-01T00:00:00Z,Painting
Jean Helion,Male,French,Roofs/ ,1958-01-01T00:00:00Z,Oil,1982-01-01T00:00:00Z,Painting
Jean Helion,Male,French,Blue Roofs/ ,1958-01-01T00:00:00Z,Oil,1982-01-01T00:00:00Z,Painting
Jean Helion,Male,French,Hands,1956-01-01T00:00:00Z,Oil,1982-01-01T00:00:00Z,Painting
Jean Helion,Male,French,Luxembourg Gardens/ Indian Summer,1960-01-01T00:00:00Z,Oil,1982-01-01T00:00:00Z,Painting
Jean Helion,Male,French,Study for Luxembourg Scene,1960-01-01T00:00:00Z,Oil,1988-01-01T00:00:00Z,Painting
Jean Helion,Male,French,Study for Luxembourg Scene,1960-01-01T00:00:00Z,Oil,1988-01-01T00:00:00Z,Painting
Jean Helion,Male,French,Study for Luxembourg Scene,1960-01-01T00:00:00Z,Oil,1988-01-01T00:00:00Z,Painting
Jean Ipousteguy,Male,French,The Arm,1966-01-01T00:00:00Z,Bronze,1994-01-01T00:00:00Z,Sculpture
Jean Isy de Botton,Male,French,Rhythm of Flowers,1963-01-01T00:00:00Z,Oil,1980-01-01T00:00:00Z,Painting
Jean Lurcat,Male,French,Men Carrying Torches,1941-01-01T00:00:00Z,Gouache,2007-01-01T00:00:00Z,Painting
Jean Marchand,Male,French,Vence,1920-01-01T00:00:00Z,Oil,1984-01-01T00:00:00Z,Painting
Jean Marchand,Male,French,Reclining Figure,1920-01-01T00:00:00Z,Oil,1984-01-01T00:00:00Z,Painting
Jean Metzinger,Male,French,Table by a Window,1917-01-01T00:00:00Z,Oil,1959-01-01T00:00:00Z,Painting
Jean Metzinger,Male,French,Circus Equestrienne,1924-01-01T00:00:00Z,Oil,2001-01-01T00:00:00Z,Painting
Jean Tinguely,Male,Swiss,Narva,1961-01-01T00:00:00Z,Mixed Media,2006-01-01T00:00:00Z,Sculpture
Jean Vernon,Male,French,MEDAL COMMEMORATING THE MAIDEN VOYAGE OF THE LINER/ NORMANDIE,1935-01-01T00:00:00Z,Bronze,1978-01-01T00:00:00Z,Sculpture
Jean Xceron,Male,American,Untitled (Number 260,1942-01-01T00:00:00Z,Oil,1968-01-01T00:00:00Z,Painting
Jean-Gabriel Chauvin,Male,French,The Sacred Flame,1929-01-01T00:00:00Z,Wood,1991-01-01T00:00:00Z,Sculpture
Jean-Paul Riopelle,Male,Canadian,Abstraction,1957-01-01T00:00:00Z,Gouache,1967-01-01T00:00:00Z,Painting
Jean-Paul Riopelle,Male,Canadian,Untitled,1957-01-01T00:00:00Z,Oil,2002-01-01T00:00:00Z,Painting
Jean-Paul Riopelle,Male,Canadian,Tana/ SVP,1978-01-01T00:00:00Z,Oil,2002-01-01T00:00:00Z,Painting
Jean-Paul Riopelle,Male,Canadian,Untitled,1960-01-01T00:00:00Z,Oil,1991-01-01T00:00:00Z,Painting
Jean-Paul Riopelle,Male,Canadian,Untitled,1959-01-01T00:00:00Z,Oil,1991-01-01T00:00:00Z,Painting
Jeanne Duval,Female,American,Ethereal and Earthbound,1982-01-01T00:00:00Z,Oil,1983-01-01T00:00:00Z,Painting
Jeanne Duval,Female,American,Without Liberty,1984-01-01T00:00:00Z,Oil,1986-01-01T00:00:00Z,Painting
Jeanne Duval,Female,American,Still Life with Partridge and Corn,1988-01-01T00:00:00Z,Oil,1991-01-01T00:00:00Z,Painting
Jeff,Male,American,Placement:  West Wall/ Room 9/ Metropolitan Museum of Art/ N.Y.C.,1976-01-01T00:00:00Z,Oil,1978-01-01T00:00:00Z,Painting
Jeff Gompertz,Male,American,Untitled,1984-01-01T00:00:00Z,Wax,1985-01-01T00:00:00Z,Painting
Jeff Gompertz,Male,American,Untitled,1985-01-01T00:00:00Z,Wax,1985-01-01T00:00:00Z,Painting
Jeffrey Smart,Male,Australian,First Study for Fiumicino Car Park,1976-01-01T00:00:00Z,Oil,1987-01-01T00:00:00Z,Painting
Jennifer Bartlett,Female,American,One A.M.,1991-01-01T00:00:00Z,Oil,1992-01-01T00:00:00Z,Painting
Jennifer Bartlett,Female,American,Five A.M.,1991-01-01T00:00:00Z,Oil,1992-01-01T00:00:00Z,Painting
Jennifer Bartlett,Female,American,Five P.M.,1991-01-01T00:00:00Z,Oil,1993-01-01T00:00:00Z,Painting
Jennifer Bartlett,Female,American,At Sea/ Japan,1980-01-01T00:00:00Z,Watercolor,1983-01-01T00:00:00Z,Painting
Jenny Holzer,Female,American,Accordingly,2012-01-01T00:00:00Z,Oil,2013-01-01T00:00:00Z,Painting
Jenny Saville,Female,British,Still,2003-01-01T00:00:00Z,Oil,2011-01-01T00:00:00Z,Painting
Jerome Blum,Male,American,Figures in the Forest,1908-01-01T00:00:00Z,Oil,1966-01-01T00:00:00Z,Painting
Jerome Carlin,Male,American,Reflections,1974-01-01T00:00:00Z,Oil,1991-01-01T00:00:00Z,Painting
Jerome Witkin,Male,American,Number 4818,1985-01-01T00:00:00Z,Oil,1987-01-01T00:00:00Z,Painting
Jerome Witkin,Male,American,3rd Study for Portrait of Chris Sickler,1974-01-01T00:00:00Z,Oil Pastel,2010-01-01T00:00:00Z,Painting
Jesus Raphael Soto,Male,Venezuelan,Trois Carres Modules,1965-01-01T00:00:00Z,Mixed Media,1977-01-01T00:00:00Z,Sculpture
Jim Dine,Male,American,Hair,1961-01-01T00:00:00Z,Gouache,2002-01-01T00:00:00Z,Painting
Jim Dine,Male,American,Teeth,1961-01-01T00:00:00Z,Gouache,1992-01-01T00:00:00Z,Painting
Jim Dine,Male,American,Eleven Formal Fingers,1961-01-01T00:00:00Z,Gouache,2004-01-01T00:00:00Z,Painting
Jim Dine,Male,American,Forty Blues of Norman Mann,1959-01-01T00:00:00Z,Oil,2004-01-01T00:00:00Z,Painting
Jim Dine,Male,American,Head (Hiding Face,1959-01-01T00:00:00Z,Oil,1979-01-01T00:00:00Z,Painting
Jim Dine,Male,American,The Heart/ South of Naples,1986-01-01T00:00:00Z,Oil,1986-01-01T00:00:00Z,Painting
Jim Dine,Male,American,Blond Hair,1961-01-01T00:00:00Z,Oil,1984-01-01T00:00:00Z,Painting
Jim Dine,Male,American,Untitled (Head,1959-01-01T00:00:00Z,Oil,2007-01-01T00:00:00Z,Painting
Jim Dine,Male,American,Little Rainbow,1961-01-01T00:00:00Z,Oil,2000-01-01T00:00:00Z,Painting
Jim Dine,Male,American,Two Palettes (Sears/ Roebuck; Francis Picabia,1963-01-01T00:00:00Z,Oil,1994-01-01T00:00:00Z,Painting
Jim Dine,Male,American,The Heart,1981-01-01T00:00:00Z,Oil,1985-01-01T00:00:00Z,Painting
Jim Dine,Male,American,Shells,1981-01-01T00:00:00Z,Oil,1985-01-01T00:00:00Z,Painting
Jim Dine,Male,American,Lausanne,1992-01-01T00:00:00Z,Oil,1995-01-01T00:00:00Z,Painting
Jim Dine,Male,American,The Robe,1984-01-01T00:00:00Z,Oil,1985-01-01T00:00:00Z,Painting
Jim Dine,Male,American,"Study for ""Garrity Necklace/ Number 1""",1985-01-01T00:00:00Z,Oil Pastel,1987-01-01T00:00:00Z,Painting
Jim Dine,Male,American,The Crommelynck Gate (Boston #11,1984-01-01T00:00:00Z,Sandpaper,1985-01-01T00:00:00Z,Painting
Jim Dine,Male,American,Color Chart,1961-01-01T00:00:00Z,Watercolor,2002-01-01T00:00:00Z,Painting
Jim Dine,Male,American,My Brother Inside My Head,1961-01-01T00:00:00Z,Watercolor,1995-01-01T00:00:00Z,Painting
Jim Dine,Male,American,Gray Palette,1963-01-01T00:00:00Z,Watercolor,2004-01-01T00:00:00Z,Painting
Jim Dine,Male,American,History of Black Bronze I,1983-01-01T00:00:00Z,Bronze,1987-01-01T00:00:00Z,Sculpture
Jim Dine,Male,American,The Crommelynck Gate with Tools,1983-01-01T00:00:00Z,Bronze,1987-01-01T00:00:00Z,Sculpture
Jim Dine,Male,American,Untitled (Head),1959-01-01T00:00:00Z,Mixed Media,2007-01-01T00:00:00Z,Sculpture
